Radiologist ID,Date,Avg Temp (°C),Rainfall (mm),Travel Cost (£),Internet Issues at Home,Trainee Assigned,Supervised Session,Cold Session,Admin Work,Morning Shift Work Location,Afternoon Shift Work Location
R3,2023-10-02,17.50692,2.5,8.32,No,No,No,No,No,office,home
R4,2023-10-02,17.50692,2.5,10.56,No,No,No,No,No,home,office
R5,2023-10-02,17.50692,2.5,9.77,No,No,No,No,No,home,home
R6,2023-10-02,17.50692,2.5,9.94,Yes,No,No,No,No,office,office
R7,2023-10-02,17.50692,2.5,12.41,No,No,No,No,No,office,home
R8,2023-10-02,17.50692,2.5,7.42,No,No,No,No,No,home,home
R9,2023-10-02,17.50692,2.5,5.18,No,No,No,No,No,office,home
R10,2023-10-02,17.50692,2.5,9.8,No,Yes,No,No,No,office,office
R11,2023-10-02,17.50692,2.5,8.68,No,Yes,No,No,No,office,office
R1,2023-10-03,14.029834,0.4,8.01,No,Yes,No,No,No,office,office
R2,2023-10-03,14.029834,0.4,13.41,No,Yes,No,No,No,office,office
R3,2023-10-03,14.029834,0.4,10.26,No,No,No,No,Yes,office,home
R4,2023-10-03,14.029834,0.4,11.27,No,No,No,No,Yes,office,office
R5,2023-10-03,14.029834,0.4,10.0,No,No,No,No,No,home,home
R6,2023-10-03,14.029834,0.4,6.67,Yes,No,No,No,No,office,office
R7,2023-10-03,14.029834,0.4,12.41,No,No,No,No,No,home,office
R8,2023-10-03,14.029834,0.4,13.09,No,No,No,No,No,office,home
R9,2023-10-03,14.029834,0.4,14.61,No,No,No,No,No,home,office
R10,2023-10-03,14.029834,0.4,9.8,No,No,No,No,No,office,home
R11,2023-10-03,14.029834,0.4,8.68,No,No,No,No,No,home,office
R1,2023-10-04,13.669418,0.1,8.01,No,No,No,No,Yes,home,office
R2,2023-10-04,13.669418,0.1,13.41,No,No,No,No,No,office,office
R3,2023-10-04,13.669418,0.1,13.45,No,Yes,No,No,No,office,office
R4,2023-10-04,13.669418,0.1,11.27,No,Yes,No,No,No,office,office
R5,2023-10-04,13.669418,0.1,10.95,No,No,No,No,No,home,home
R6,2023-10-04,13.669418,0.1,10.08,Yes,No,No,No,Yes,office,office
R7,2023-10-04,13.669418,0.1,12.41,No,No,No,No,Yes,home,home
R8,2023-10-04,13.669418,0.1,7.66,No,No,No,No,Yes,office,home
R9,2023-10-04,13.669418,0.1,15.0,No,No,No,No,Yes,office,home
R10,2023-10-04,13.669418,0.1,9.8,No,No,No,No,Yes,office,home
R11,2023-10-04,13.669418,0.1,8.68,No,No,No,No,No,home,office
R1,2023-10-05,14.811084,0.2,8.01,No,No,No,No,No,office,office
R2,2023-10-05,14.811084,0.2,13.41,No,No,No,No,Yes,office,home
R3,2023-10-05,14.811084,0.2,7.97,No,No,No,No,No,office,office
R4,2023-10-05,14.811084,0.2,11.27,No,No,No,No,No,office,home
R5,2023-10-05,14.811084,0.2,9.77,No,Yes,No,No,No,office,office
R6,2023-10-05,14.811084,0.2,14.39,No,Yes,No,No,No,office,office
R7,2023-10-05,14.811084,0.2,14.15,No,No,No,No,No,office,home
R8,2023-10-05,14.811084,0.2,7.66,No,No,No,No,No,home,home
R9,2023-10-05,14.811084,0.2,5.18,Yes,No,No,No,No,office,office
R10,2023-10-05,14.811084,0.2,9.8,No,No,No,No,No,office,home
R11,2023-10-05,14.811084,0.2,8.68,No,No,No,No,No,office,home
R1,2023-10-06,17.006916,0.0,8.01,No,No,No,No,No,home,office
R2,2023-10-06,17.006916,0.0,6.46,No,No,No,No,No,office,office
R3,2023-10-06,17.006916,0.0,10.3,No,No,No,No,No,office,office
R4,2023-10-06,17.006916,0.0,11.27,Yes,No,No,No,No,office,office
R5,2023-10-06,17.006916,0.0,9.77,No,No,No,No,Yes,office,home
R6,2023-10-06,17.006916,0.0,11.01,Yes,No,No,No,No,office,office
R7,2023-10-06,17.006916,0.0,7.85,No,Yes,No,No,No,office,office
R8,2023-10-06,17.006916,0.0,7.66,No,Yes,No,No,No,office,office
R9,2023-10-06,17.006916,0.0,7.17,Yes,No,No,No,No,office,office
R10,2023-10-06,17.006916,0.0,9.8,No,No,No,No,No,office,home
R11,2023-10-06,17.006916,0.0,8.68,No,No,No,No,Yes,home,office
R1,2023-10-09,17.52775,0.0,10.28,No,No,No,No,No,office,home
R2,2023-10-09,17.52775,0.0,13.41,No,No,No,No,No,home,home
R3,2023-10-09,17.52775,0.0,7.56,No,No,No,No,No,home,home
R4,2023-10-09,17.52775,0.0,14.83,Yes,No,No,No,No,office,office
R5,2023-10-09,17.52775,0.0,5.27,No,No,No,No,No,home,office
R6,2023-10-09,17.52775,0.0,11.01,No,No,No,No,No,office,home
R7,2023-10-09,17.52775,0.0,10.67,No,No,No,No,No,home,office
R8,2023-10-09,17.52775,0.0,12.24,No,No,No,No,No,home,office
R9,2023-10-09,17.52775,0.0,5.18,Yes,Yes,No,No,No,office,office
R10,2023-10-09,17.52775,0.0,9.8,No,Yes,No,No,No,office,office
R11,2023-10-09,17.52775,0.0,8.68,No,No,No,No,No,home,office
R1,2023-10-10,17.761084,0.0,8.01,No,Yes,No,No,No,office,office
R2,2023-10-10,17.761084,0.0,13.41,No,No,No,No,No,home,home
R3,2023-10-10,17.761084,0.0,8.32,No,No,No,No,No,home,home
R4,2023-10-10,17.761084,0.0,11.27,Yes,No,No,No,No,office,office
R5,2023-10-10,17.761084,0.0,9.77,No,No,No,No,No,office,office
R6,2023-10-10,17.761084,0.0,6.66,No,No,No,No,Yes,home,home
R7,2023-10-10,17.761084,0.0,12.41,No,No,No,No,No,home,home
R8,2023-10-10,17.761084,0.0,7.66,No,No,No,No,No,office,home
R9,2023-10-10,17.761084,0.0,7.55,No,No,No,No,Yes,home,office
R10,2023-10-10,17.761084,0.0,9.8,No,No,No,No,No,office,home
R11,2023-10-10,17.761084,0.0,8.68,No,Yes,No,No,No,office,office
R1,2023-10-11,17.134,6.4000006,6.58,No,No,No,No,No,office,home
R2,2023-10-11,17.134,6.4000006,13.41,No,Yes,No,No,No,office,office
R3,2023-10-11,17.134,6.4000006,8.32,No,Yes,No,No,Yes,office,office
R4,2023-10-11,17.134,6.4000006,11.27,Yes,No,No,No,Yes,office,office
R5,2023-10-11,17.134,6.4000006,9.77,No,No,No,No,No,office,office
R6,2023-10-11,17.134,6.4000006,11.01,No,No,No,No,No,home,office
R7,2023-10-11,17.134,6.4000006,12.41,No,No,No,No,Yes,home,home
R8,2023-10-11,17.134,6.4000006,7.66,No,No,No,No,Yes,home,home
R9,2023-10-11,17.134,6.4000006,13.01,No,No,No,No,No,home,office
R10,2023-10-11,17.134,6.4000006,9.8,No,No,No,No,No,office,home
R11,2023-10-11,17.134,6.4000006,8.68,No,No,No,No,Yes,home,home
R1,2023-10-12,13.594415,2.2000003,8.01,No,No,No,No,Yes,office,office
R2,2023-10-12,13.594415,2.2000003,6.67,No,No,No,No,No,office,home
R3,2023-10-12,13.594415,2.2000003,8.32,No,No,No,No,No,office,office
R4,2023-10-12,13.594415,2.2000003,11.27,No,Yes,No,No,No,office,office
R5,2023-10-12,13.594415,2.2000003,7.1,No,Yes,No,No,Yes,office,office
R6,2023-10-12,13.594415,2.2000003,11.01,Yes,No,No,No,No,office,office
R7,2023-10-12,13.594415,2.2000003,14.48,No,No,No,No,No,office,office
R8,2023-10-12,13.594415,2.2000003,6.5,No,No,No,No,No,home,home
R9,2023-10-12,13.594415,2.2000003,6.06,No,No,No,No,No,home,home
R10,2023-10-12,13.594415,2.2000003,14.01,No,No,No,No,Yes,office,home
R11,2023-10-12,13.594415,2.2000003,8.68,No,No,No,No,No,office,office
R1,2023-10-13,16.05275,25.300001,9.62,No,No,No,No,No,office,office
R2,2023-10-13,16.05275,25.300001,24.6,No,No,No,No,Yes,home,home
R3,2023-10-13,16.05275,25.300001,9.81,No,No,No,No,No,office,home
R4,2023-10-13,16.05275,25.300001,10.67,No,No,No,No,No,home,home
R5,2023-10-13,16.05275,25.300001,16.46,No,No,No,No,No,home,home
R6,2023-10-13,16.05275,25.300001,19.04,No,Yes,No,No,No,office,office
R7,2023-10-13,16.05275,25.300001,17.28,No,Yes,No,No,No,office,office
R8,2023-10-13,16.05275,25.300001,7.66,No,No,No,No,No,home,home
R9,2023-10-13,16.05275,25.300001,5.18,No,No,No,No,No,home,office
R10,2023-10-13,16.05275,25.300001,7.6,No,No,No,No,No,office,home
R11,2023-10-13,16.05275,25.300001,11.54,No,No,No,No,No,office,home
R1,2023-10-16,7.9631658,0.0,7.46,No,No,No,No,No,home,home
R2,2023-10-16,7.9631658,0.0,13.41,No,No,No,No,No,office,office
R3,2023-10-16,7.9631658,0.0,8.32,No,No,No,No,No,office,office
R4,2023-10-16,7.9631658,0.0,13.36,No,No,No,No,No,home,home
R5,2023-10-16,7.9631658,0.0,9.77,No,No,No,No,No,office,office
R6,2023-10-16,7.9631658,0.0,11.01,Yes,No,No,No,No,office,office
R7,2023-10-16,7.9631658,0.0,12.41,No,No,No,No,No,office,home
R8,2023-10-16,7.9631658,0.0,6.24,No,Yes,No,No,No,office,office
R9,2023-10-16,7.9631658,0.0,5.18,Yes,Yes,No,No,No,office,office
R10,2023-10-16,7.9631658,0.0,6.33,No,No,No,No,No,office,home
R11,2023-10-16,7.9631658,0.0,6.99,No,No,No,No,No,office,home
R1,2023-10-17,11.1715,0.0,8.01,No,No,No,No,No,home,home
R2,2023-10-17,11.1715,0.0,13.41,No,No,No,No,Yes,home,office
R3,2023-10-17,11.1715,0.0,8.32,No,No,No,No,No,home,home
R4,2023-10-17,11.1715,0.0,10.53,Yes,No,No,No,No,office,office
R5,2023-10-17,11.1715,0.0,9.77,No,No,No,No,No,office,home
R6,2023-10-17,11.1715,0.0,5.46,Yes,No,No,No,Yes,office,office
R7,2023-10-17,11.1715,0.0,12.41,No,No,No,No,No,office,office
R8,2023-10-17,11.1715,0.0,7.66,No,No,No,No,No,office,office
R9,2023-10-17,11.1715,0.0,5.18,No,No,No,No,No,office,office
R10,2023-10-17,11.1715,0.0,9.8,No,Yes,No,No,Yes,office,office
R11,2023-10-17,11.1715,0.0,14.04,No,Yes,No,No,No,office,office
R1,2023-10-18,13.036082,14.999999,8.01,No,Yes,No,No,Yes,office,office
R2,2023-10-18,13.036082,14.999999,8.98,No,Yes,No,No,No,office,office
R3,2023-10-18,13.036082,14.999999,8.32,No,No,No,No,No,office,office
R4,2023-10-18,13.036082,14.999999,11.27,No,No,No,No,No,home,office
R5,2023-10-18,13.036082,14.999999,12.86,No,No,No,No,No,office,home
R6,2023-10-18,13.036082,14.999999,11.01,No,No,No,No,No,office,office
R7,2023-10-18,13.036082,14.999999,12.41,No,No,No,No,Yes,office,office
R8,2023-10-18,13.036082,14.999999,7.66,No,No,No,No,No,home,office
R9,2023-10-18,13.036082,14.999999,12.33,Yes,No,No,No,No,office,office
R10,2023-10-18,13.036082,14.999999,11.48,No,No,No,No,No,office,home
R11,2023-10-18,13.036082,14.999999,10.18,No,No,No,No,No,home,home
R1,2023-10-19,15.223582,3.7000003,8.01,No,No,No,No,No,office,office
R2,2023-10-19,15.223582,3.7000003,13.41,No,No,No,No,No,office,home
R3,2023-10-19,15.223582,3.7000003,8.32,No,Yes,No,No,No,office,office
R4,2023-10-19,15.223582,3.7000003,11.27,No,Yes,No,No,Yes,office,office
R5,2023-10-19,15.223582,3.7000003,9.77,No,No,No,No,Yes,home,home
R6,2023-10-19,15.223582,3.7000003,11.01,No,No,No,No,No,office,office
R7,2023-10-19,15.223582,3.7000003,12.41,No,No,No,No,No,home,home
R8,2023-10-19,15.223582,3.7000003,5.39,No,No,No,No,Yes,home,home
R9,2023-10-19,15.223582,3.7000003,8.37,Yes,No,No,No,Yes,office,office
R10,2023-10-19,15.223582,3.7000003,9.8,No,No,No,No,No,office,home
R11,2023-10-19,15.223582,3.7000003,14.82,No,No,No,No,No,home,office
R1,2023-10-20,12.971499,40.600006,8.01,No,No,No,No,No,office,office
R2,2023-10-20,12.971499,40.600006,16.04,No,No,No,No,No,office,home
R3,2023-10-20,12.971499,40.600006,12.18,No,No,No,No,Yes,home,office
R4,2023-10-20,12.971499,40.600006,11.27,Yes,No,No,No,No,office,office
R5,2023-10-20,12.971499,40.600006,17.81,No,Yes,No,No,No,office,office
R6,2023-10-20,12.971499,40.600006,16.88,Yes,Yes,No,No,No,office,office
R7,2023-10-20,12.971499,40.600006,24.38,No,No,No,No,No,office,home
R8,2023-10-20,12.971499,40.600006,12.36,No,No,No,No,No,home,home
R9,2023-10-20,12.971499,40.600006,5.18,No,No,No,No,No,office,office
R10,2023-10-20,12.971499,40.600006,8.92,No,No,No,No,No,office,home
R11,2023-10-20,12.971499,40.600006,14.4,No,No,No,No,Yes,office,home
R1,2023-10-23,10.248583,4.7,8.01,No,No,No,No,Yes,office,home
R2,2023-10-23,10.248583,4.7,7.8,No,No,No,No,No,office,office
R3,2023-10-23,10.248583,4.7,11.29,No,No,No,No,Yes,office,office
R4,2023-10-23,10.248583,4.7,11.27,Yes,No,No,No,No,office,office
R5,2023-10-23,10.248583,4.7,9.77,No,No,No,No,Yes,office,home
R6,2023-10-23,10.248583,4.7,11.01,Yes,No,No,No,No,office,office
R7,2023-10-23,10.248583,4.7,12.41,No,Yes,No,No,No,office,office
R8,2023-10-23,10.248583,4.7,7.66,No,Yes,No,No,No,office,office
R9,2023-10-23,10.248583,4.7,5.18,No,No,No,No,No,office,office
R10,2023-10-23,10.248583,4.7,9.8,No,No,No,No,Yes,office,home
R11,2023-10-23,10.248583,4.7,8.68,No,No,No,No,No,home,home
R1,2023-10-24,10.09025,1.6000001,10.41,No,No,No,No,No,home,office
R2,2023-10-24,10.09025,1.6000001,11.06,No,No,No,No,No,home,office
R3,2023-10-24,10.09025,1.6000001,12.38,No,No,No,No,No,home,home
R4,2023-10-24,10.09025,1.6000001,11.27,No,No,No,No,No,home,office
R5,2023-10-24,10.09025,1.6000001,9.77,Yes,No,No,No,No,office,office
R6,2023-10-24,10.09025,1.6000001,11.01,No,No,No,No,No,office,home
R7,2023-10-24,10.09025,1.6000001,12.41,No,No,No,No,No,home,office
R8,2023-10-24,10.09025,1.6000001,14.68,No,No,No,No,No,home,office
R9,2023-10-24,10.09025,1.6000001,5.18,No,Yes,No,No,No,office,office
R10,2023-10-24,10.09025,1.6000001,13.24,No,Yes,No,No,No,office,office
R11,2023-10-24,10.09025,1.6000001,8.68,No,No,No,No,No,office,home
R1,2023-10-25,7.9756665,0.0,8.01,No,Yes,No,No,No,office,office
R2,2023-10-25,7.9756665,0.0,13.41,No,No,No,No,Yes,office,office
R3,2023-10-25,7.9756665,0.0,8.32,No,No,No,No,No,office,office
R4,2023-10-25,7.9756665,0.0,6.68,Yes,No,No,No,Yes,office,office
R5,2023-10-25,7.9756665,0.0,14.53,No,No,No,No,No,home,office
R6,2023-10-25,7.9756665,0.0,13.81,No,No,No,No,No,home,office
R7,2023-10-25,7.9756665,0.0,12.41,No,No,No,No,No,home,office
R8,2023-10-25,7.9756665,0.0,7.66,No,No,No,No,Yes,office,office
R9,2023-10-25,7.9756665,0.0,5.18,No,No,No,No,No,home,home
R10,2023-10-25,7.9756665,0.0,9.8,No,No,No,No,No,office,home
R11,2023-10-25,7.9756665,0.0,8.68,No,Yes,No,No,Yes,office,office
R1,2023-10-26,9.638165,5.6,8.01,No,No,No,No,No,home,home
R2,2023-10-26,9.638165,5.6,13.41,No,Yes,No,No,No,office,office
R3,2023-10-26,9.638165,5.6,8.32,No,Yes,No,No,No,office,office
R4,2023-10-26,9.638165,5.6,9.76,No,No,No,No,No,office,office
R5,2023-10-26,9.638165,5.6,9.77,No,No,No,No,No,home,home
R6,2023-10-26,9.638165,5.6,13.29,No,No,No,No,Yes,home,home
R7,2023-10-26,9.638165,5.6,12.41,No,No,No,No,Yes,home,home
R8,2023-10-26,9.638165,5.6,7.66,No,No,No,No,No,home,home
R9,2023-10-26,9.638165,5.6,5.18,No,No,No,No,Yes,office,office
R10,2023-10-26,9.638165,5.6,9.8,No,No,No,No,No,office,home
R11,2023-10-26,9.638165,5.6,10.81,No,No,No,No,No,office,office
R1,2023-10-27,8.229833,1.5,8.01,No,No,No,No,No,home,office
R2,2023-10-27,8.229833,1.5,13.41,No,No,No,No,No,home,home
R3,2023-10-27,8.229833,1.5,8.32,No,No,No,No,No,office,office
R4,2023-10-27,8.229833,1.5,5.97,No,Yes,No,No,No,office,office
R5,2023-10-27,8.229833,1.5,9.77,No,Yes,No,No,No,office,office
R6,2023-10-27,8.229833,1.5,11.01,No,No,No,No,No,office,office
R7,2023-10-27,8.229833,1.5,13.79,No,No,No,No,No,home,office
R8,2023-10-27,8.229833,1.5,7.66,No,No,No,No,No,home,home
R9,2023-10-27,8.229833,1.5,5.18,No,No,No,No,No,home,home
R10,2023-10-27,8.229833,1.5,9.8,No,No,No,No,No,office,home
R11,2023-10-27,8.229833,1.5,8.68,No,No,No,No,No,office,home
R1,2023-10-30,10.269416,1.8000001,12.11,No,No,No,No,No,home,home
R2,2023-10-30,10.269416,1.8000001,13.41,No,No,No,No,No,office,home
R3,2023-10-30,10.269416,1.8000001,8.32,No,No,No,No,No,office,office
R4,2023-10-30,10.269416,1.8000001,12.65,No,No,No,No,No,home,office
R5,2023-10-30,10.269416,1.8000001,10.97,No,No,No,No,No,home,home
R6,2023-10-30,10.269416,1.8000001,7.83,Yes,Yes,No,No,No,office,office
R7,2023-10-30,10.269416,1.8000001,9.0,No,Yes,No,No,No,office,office
R8,2023-10-30,10.269416,1.8000001,7.66,No,No,No,No,No,home,office
R9,2023-10-30,10.269416,1.8000001,5.18,No,No,No,No,No,home,home
R10,2023-10-30,10.269416,1.8000001,8.52,No,No,No,No,No,office,home
R11,2023-10-30,10.269416,1.8000001,8.68,No,No,No,No,No,home,home
R1,2023-10-31,8.121501,2.2999997,8.01,No,No,No,No,No,office,office
R2,2023-10-31,8.121501,2.2999997,10.21,No,No,No,No,No,home,home
R3,2023-10-31,8.121501,2.2999997,8.32,No,No,No,No,Yes,office,office
R4,2023-10-31,8.121501,2.2999997,5.64,No,No,No,No,Yes,office,office
R5,2023-10-31,8.121501,2.2999997,9.77,No,No,No,No,No,home,home
R6,2023-10-31,8.121501,2.2999997,11.01,Yes,No,No,No,No,office,office
R7,2023-10-31,8.121501,2.2999997,5.54,No,No,No,No,No,office,office
R8,2023-10-31,8.121501,2.2999997,7.66,No,Yes,No,No,No,office,office
R9,2023-10-31,8.121501,2.2999997,5.18,Yes,Yes,No,No,No,office,office
R10,2023-10-31,8.121501,2.2999997,9.8,No,No,No,No,No,office,home
R11,2023-10-31,8.121501,2.2999997,8.68,No,No,No,No,Yes,office,home
R1,2023-11-01,10.900666,5.2,8.01,No,No,No,No,Yes,home,home
R2,2023-11-01,10.900666,5.2,12.58,No,No,No,No,No,home,office
R3,2023-11-01,10.900666,5.2,12.69,No,No,No,No,No,office,home
R4,2023-11-01,10.900666,5.2,11.27,No,No,No,No,No,office,home
R5,2023-11-01,10.900666,5.2,11.33,No,No,No,No,No,office,office
R6,2023-11-01,10.900666,5.2,11.01,No,No,No,No,Yes,home,office
R7,2023-11-01,10.900666,5.2,12.41,No,No,No,No,Yes,home,office
R8,2023-11-01,10.900666,5.2,7.66,No,No,No,No,No,office,home
R9,2023-11-01,10.900666,5.2,5.18,Yes,No,No,No,Yes,office,office
R10,2023-11-01,10.900666,5.2,9.8,No,Yes,No,No,No,office,office
R11,2023-11-01,10.900666,5.2,11.32,No,Yes,No,No,No,office,office
R1,2023-11-02,10.584001,17.900002,8.01,No,Yes,No,No,No,office,office
R2,2023-11-02,10.584001,17.900002,18.3,No,Yes,No,No,No,office,office
R3,2023-11-02,10.584001,17.900002,7.68,No,No,No,No,No,office,office
R4,2023-11-02,10.584001,17.900002,11.27,No,No,No,No,No,home,office
R5,2023-11-02,10.584001,17.900002,20.47,No,No,No,No,No,office,office
R6,2023-11-02,10.584001,17.900002,20.59,No,No,No,No,No,office,office
R7,2023-11-02,10.584001,17.900002,24.63,No,No,No,No,No,office,office
R8,2023-11-02,10.584001,17.900002,7.66,No,No,No,No,Yes,home,home
R9,2023-11-02,10.584001,17.900002,5.18,No,No,No,No,No,home,office
R10,2023-11-02,10.584001,17.900002,9.8,No,No,No,No,Yes,office,home
R11,2023-11-02,10.584001,17.900002,8.68,No,No,No,No,No,home,home
R1,2023-11-03,9.20275,0.2,11.71,No,No,No,No,No,office,office
R2,2023-11-03,9.20275,0.2,13.41,No,No,No,No,Yes,office,office
R3,2023-11-03,9.20275,0.2,8.32,No,Yes,No,No,No,office,office
R4,2023-11-03,9.20275,0.2,11.27,No,Yes,No,No,No,office,office
R5,2023-11-03,9.20275,0.2,9.77,No,No,No,No,Yes,home,office
R6,2023-11-03,9.20275,0.2,13.28,No,No,No,No,No,office,office
R7,2023-11-03,9.20275,0.2,12.41,No,No,No,No,No,office,home
R8,2023-11-03,9.20275,0.2,7.66,No,No,No,No,No,home,home
R9,2023-11-03,9.20275,0.2,5.18,Yes,No,No,No,No,office,office
R10,2023-11-03,9.20275,0.2,9.8,No,No,No,No,No,office,home
R11,2023-11-03,9.20275,0.2,8.68,No,No,No,No,No,office,home
R1,2023-11-06,8.348583,0.0,9.55,No,No,No,No,No,office,home
R2,2023-11-06,8.348583,0.0,6.76,No,No,No,No,Yes,office,home
R3,2023-11-06,8.348583,0.0,5.84,No,No,No,No,Yes,office,office
R4,2023-11-06,8.348583,0.0,11.27,No,No,No,No,No,office,office
R5,2023-11-06,8.348583,0.0,11.18,No,Yes,No,No,No,office,office
R6,2023-11-06,8.348583,0.0,11.01,Yes,Yes,No,No,No,office,office
R7,2023-11-06,8.348583,0.0,12.41,No,No,No,No,No,home,office
R8,2023-11-06,8.348583,0.0,5.54,No,No,No,No,No,office,office
R9,2023-11-06,8.348583,0.0,7.26,No,No,No,No,No,office,office
R10,2023-11-06,8.348583,0.0,7.62,No,No,No,No,No,office,home
R11,2023-11-06,8.348583,0.0,9.42,No,No,No,No,No,home,home
R1,2023-11-07,7.6319175,0.0,9.93,No,No,No,No,No,office,home
R2,2023-11-07,7.6319175,0.0,13.41,Yes,No,No,No,No,office,office
R3,2023-11-07,7.6319175,0.0,8.32,No,No,No,No,No,office,office
R4,2023-11-07,7.6319175,0.0,5.41,No,No,No,No,No,home,home
R5,2023-11-07,7.6319175,0.0,13.59,No,No,No,No,No,office,office
R6,2023-11-07,7.6319175,0.0,11.01,Yes,No,No,No,No,office,office
R7,2023-11-07,7.6319175,0.0,9.96,No,Yes,No,No,Yes,office,office
R8,2023-11-07,7.6319175,0.0,7.98,No,Yes,No,No,No,office,office
R9,2023-11-07,7.6319175,0.0,5.4,Yes,No,No,No,Yes,office,office
R10,2023-11-07,7.6319175,0.0,9.83,No,No,No,No,No,office,home
R11,2023-11-07,7.6319175,0.0,13.15,No,No,No,No,No,office,office
R1,2023-11-08,8.306916,2.8999999,8.01,No,No,No,No,No,home,home
R2,2023-11-08,8.306916,2.8999999,6.23,No,No,No,No,No,office,home
R3,2023-11-08,8.306916,2.8999999,8.32,No,No,No,No,No,office,office
R4,2023-11-08,8.306916,2.8999999,11.27,Yes,No,No,No,No,office,office
R5,2023-11-08,8.306916,2.8999999,9.77,No,No,No,No,No,office,home
R6,2023-11-08,8.306916,2.8999999,13.44,No,No,No,No,No,office,office
R7,2023-11-08,8.306916,2.8999999,11.36,No,No,No,No,No,office,home
R8,2023-11-08,8.306916,2.8999999,7.66,No,No,No,No,No,office,home
R9,2023-11-08,8.306916,2.8999999,5.18,Yes,Yes,No,No,No,office,office
R10,2023-11-08,8.306916,2.8999999,9.8,No,Yes,No,No,No,office,office
R11,2023-11-08,8.306916,2.8999999,11.75,No,No,No,No,No,office,home
R1,2023-11-09,7.05275,1.0,8.01,No,Yes,No,No,No,office,office
R2,2023-11-09,7.05275,1.0,8.78,No,No,No,No,No,office,home
R3,2023-11-09,7.05275,1.0,8.32,No,No,No,No,No,office,office
R4,2023-11-09,7.05275,1.0,6.65,No,No,No,No,Yes,home,home
R5,2023-11-09,7.05275,1.0,9.58,No,No,No,No,Yes,office,home
R6,2023-11-09,7.05275,1.0,11.01,No,No,No,No,No,home,office
R7,2023-11-09,7.05275,1.0,13.1,No,No,No,No,No,home,office
R8,2023-11-09,7.05275,1.0,7.66,No,No,No,No,Yes,home,home
R9,2023-11-09,7.05275,1.0,5.18,No,No,No,No,No,office,home
R10,2023-11-09,7.05275,1.0,12.33,No,No,No,No,No,office,home
R11,2023-11-09,7.05275,1.0,8.68,No,Yes,No,No,No,office,office
R1,2023-11-10,5.9006667,0.1,8.01,No,No,No,No,Yes,home,office
R2,2023-11-10,5.9006667,0.1,13.41,No,Yes,No,No,No,office,office
R3,2023-11-10,5.9006667,0.1,14.27,No,Yes,No,No,No,office,office
R4,2023-11-10,5.9006667,0.1,6.12,Yes,No,No,No,No,office,office
R5,2023-11-10,5.9006667,0.1,8.04,No,No,No,No,No,office,office
R6,2023-11-10,5.9006667,0.1,11.01,No,No,No,No,Yes,home,office
R7,2023-11-10,5.9006667,0.1,6.85,No,No,No,No,No,office,office
R8,2023-11-10,5.9006667,0.1,7.66,No,No,No,No,No,home,home
R9,2023-11-10,5.9006667,0.1,5.18,No,No,No,No,No,home,home
R10,2023-11-10,5.9006667,0.1,9.8,No,No,No,No,Yes,office,home
R11,2023-11-10,5.9006667,0.1,6.13,No,No,No,No,Yes,home,home
R1,2023-11-13,11.079834,4.0,8.01,No,No,No,No,No,home,office
R2,2023-11-13,11.079834,4.0,13.41,No,No,No,No,No,office,home
R3,2023-11-13,11.079834,4.0,11.09,No,No,No,No,No,office,office
R4,2023-11-13,11.079834,4.0,11.27,Yes,Yes,No,No,No,office,office
R5,2023-11-13,11.079834,4.0,9.77,No,Yes,No,No,No,office,office
R6,2023-11-13,11.079834,4.0,11.01,No,No,No,No,No,home,office
R7,2023-11-13,11.079834,4.0,10.73,No,No,No,No,No,office,home
R8,2023-11-13,11.079834,4.0,7.66,No,No,No,No,No,home,home
R9,2023-11-13,11.079834,4.0,8.45,No,No,No,No,No,office,office
R10,2023-11-13,11.079834,4.0,9.8,No,No,No,No,No,office,home
R11,2023-11-13,11.079834,4.0,6.88,No,No,No,No,No,home,office
R1,2023-11-14,9.921498,0.8,9.6,No,No,No,No,No,home,home
R2,2023-11-14,9.921498,0.8,13.41,No,No,No,No,Yes,home,office
R3,2023-11-14,9.921498,0.8,8.32,No,No,No,No,No,office,office
R4,2023-11-14,9.921498,0.8,14.78,No,No,No,No,Yes,home,office
R5,2023-11-14,9.921498,0.8,6.42,No,No,No,No,Yes,office,home
R6,2023-11-14,9.921498,0.8,11.01,Yes,Yes,No,No,No,office,office
R7,2023-11-14,9.921498,0.8,14.89,No,Yes,No,No,No,office,office
R8,2023-11-14,9.921498,0.8,7.66,No,No,No,No,No,office,home
R9,2023-11-14,9.921498,0.8,9.8,No,No,No,No,Yes,office,office
R10,2023-11-14,9.921498,0.8,9.8,No,No,No,No,Yes,office,home
R11,2023-11-14,9.921498,0.8,6.51,No,No,No,No,No,office,home
R1,2023-11-15,8.41525,0.0,10.8,No,No,No,No,No,office,office
R2,2023-11-15,8.41525,0.0,10.21,No,No,No,No,No,office,home
R3,2023-11-15,8.41525,0.0,8.32,No,No,No,No,Yes,office,office
R4,2023-11-15,8.41525,0.0,11.27,No,No,No,No,No,home,office
R5,2023-11-15,8.41525,0.0,9.77,No,No,No,No,No,home,office
R6,2023-11-15,8.41525,0.0,11.01,No,No,No,No,Yes,home,home
R7,2023-11-15,8.41525,0.0,12.41,No,No,No,No,Yes,office,home
R8,2023-11-15,8.41525,0.0,7.66,No,Yes,No,No,No,office,office
R9,2023-11-15,8.41525,0.0,5.18,Yes,Yes,No,No,No,office,office
